"","X","id","property_id","year_built","rooms_count","beds_count","baths_count","half_baths_count","full_baths_count","stories_count","units_count","buildings_count","total_size","basement_size","garage_size","architecture_type","exterior_wall_type","air_conditioning_type","basement_type","building_type","improvement_type","condition","construction_type","fireplace_count","fireplace_type","foundation_type","flooring_type","garage_type","heating_type","mobile_home","parking_spaces","parking_type","pool_type","quality","roof_type","roof_style_type","electricity_type","fuel_type","sewer_type","water_type","street_number","street_name","street_direction","street_suffix","unit_type","unit_number","address","city","state","zip","zoning","zoning_category","zoning_description","parcel_id","latitude","longitude","depth","width","size","acres","township","section","rental_property","view","location_description","land","improvement","total","exemption","tax_amount","tax_year","details","date","price","type","seller","transaction_id","document_year","sale_code"
"4138",657803,657803,756397,1983,NA,2,2.5,1,2,NA,NA,NA,1498,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2443,"Willow","N","Way","","","2443 N Willow Way","Indianapolis","IN",46268,"","Residential","Condominium","",39.915919,-86.204368,NA,NA,8612,0.1977,"",NA,NA,NA,"",NA,NA,99700,NA,NA,NA,NA,2016-05-23,95000,"","",NA,NA,NA
"4139",657804,657804,756398,1984,NA,2,1.5,1,1,NA,NA,NA,1933,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2986,"Amherst","","St","","","2986 Amherst St","Indianapolis","IN",46268,"","Residential","Condominium","",39.923316,-86.212311,NA,NA,11413,0.262,"",NA,NA,NA,"",NA,NA,122300,NA,NA,NA,NA,2016-08-01,82000,"","",NA,NA,NA
"4149",658589,658589,757207,1954,NA,3,2,0,2,NA,NA,NA,1200,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",4141,"Vera","","Dr","","","4141 Vera Dr","Indianapolis","IN",46220,"","Residential","SingleFamily","",39.864517,-86.09488,NA,NA,17201,0.3949,"",NA,NA,NA,"",NA,NA,125000,NA,NA,NA,NA,2016-11-15,74500,"","",NA,NA,NA
"4151",658896,658896,757520,1910,NA,2,NA,NA,NA,NA,NA,NA,1210,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1622,"Orange","","St","","","1622 Orange St","Indianapolis","IN",46203,"","Residential","Duplex","",39.750019,-86.131344,NA,NA,2570,0.059,"",NA,NA,NA,"",NA,NA,46100,NA,NA,NA,NA,2016-11-07,80000,"","",NA,NA,NA
"4152",658897,658897,757521,1920,NA,0,NA,NA,NA,NA,NA,NA,1664,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",647,"Hamilton","N","Ave","","","647 N Hamilton Ave","Indianapolis","IN",46201,"","Residential","Duplex","",39.777742,-86.124592,NA,NA,5183,0.119,"",NA,NA,NA,"",NA,NA,41400,NA,NA,NA,NA,2016-09-23,60000,"","",NA,NA,NA
"4154",661971,661971,760740,1920,NA,3,1,0,1,NA,NA,NA,1216,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",344,"Cole","S","St","","","344 S Cole St","Indianapolis","IN",46241,"","Residential","SingleFamily","",39.759817,-86.241859,NA,NA,5358,0.123,"",NA,NA,NA,"",NA,NA,15900,NA,NA,NA,NA,2016-06-01,33500,"","",NA,NA,NA
"4155",661972,661972,760741,1930,NA,2,1,0,1,NA,NA,NA,882,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",808,"Fleming","S","St","","","808 S Fleming St","Indianapolis","IN",46241,"","Residential","SingleFamily","",39.755225,-86.237239,NA,NA,10018,0.23,"",NA,NA,NA,"",NA,NA,50000,NA,NA,NA,NA,2016-01-20,29900,"","",NA,NA,NA
"4156",661973,661973,760742,1915,NA,2,NA,NA,NA,NA,NA,NA,1092,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",4425,"Jackson","","St","","","4425 Jackson St","Indianapolis","IN",46241,"","Residential","SingleFamily","",39.762339,-86.237393,NA,NA,6534,0.15,"",NA,NA,NA,"",NA,NA,35000,NA,NA,NA,NA,2016-02-17,30000,"","",NA,NA,NA
"4157",661974,661974,760743,1971,NA,3,1,0,1,NA,NA,NA,1152,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",330,"Mcclure","S","St","","","330 S Mcclure St","Indianapolis","IN",46241,"","Residential","SingleFamily","",39.760589,-86.227534,NA,NA,7492,0.172,"",NA,NA,NA,"",NA,NA,69800,NA,NA,NA,NA,2016-11-07,66500,"","",NA,NA,NA
"4159",661976,661976,760745,1954,NA,2,1,0,1,NA,NA,NA,912,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",814,"Lyons","S","Ave","","","814 S Lyons Ave","Indianapolis","IN",46241,"","Residential","SingleFamily","",39.754929,-86.233412,NA,NA,8494,0.195,"",NA,NA,NA,"",NA,NA,52800,NA,NA,NA,NA,2016-01-14,30000,"","",NA,NA,NA
"4160",661977,661977,760746,1935,NA,2,1,0,1,NA,NA,NA,816,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",531,"Rybolt","S","Ave","","","531 S Rybolt Ave","Indianapolis","IN",46241,"","Residential","SingleFamily","",39.757589,-86.231141,NA,NA,6969,0.16,"",NA,NA,NA,"",NA,NA,59500,NA,NA,NA,NA,2016-02-23,21000,"","",NA,NA,NA
"4162",661979,661979,760748,1962,NA,4,2,0,2,NA,NA,NA,1076,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",5441,"Rinehart","","Ave","","","5441 Rinehart Ave","Indianapolis","IN",46241,"","Residential","SingleFamily","",39.758286,-86.253932,NA,NA,10062,0.231,"",NA,NA,NA,"",NA,NA,79700,NA,NA,NA,NA,2016-02-28,46000,"","",NA,NA,NA
"4167",662598,662598,761385,1905,NA,2,NA,NA,NA,NA,NA,NA,1092,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",1109,"Centennial","N","St","","","1109 N Centennial St","Indianapolis","IN",46222,"","Residential","SingleFamily","",39.782291,-86.2133,NA,NA,3877,0.089,"",NA,NA,NA,"",NA,NA,28600,NA,NA,NA,NA,2016-09-26,26375,"","",NA,NA,NA
"4172",665607,665607,764500,1995,NA,3,1,0,1,NA,NA,NA,1563,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6326,"Twin Creeks","","Dr","","","6326 Twin Creeks Dr","Indianapolis","IN",46268,"","Residential","SingleFamily","",39.870225,-86.250204,NA,NA,6534,0.15,"",NA,NA,NA,"",NA,NA,131600,NA,NA,NA,NA,2016-09-13,148000,"","",NA,NA,NA
"4174",667196,667196,766166,1964,10,4,2,0,2,1,NA,1,2281,NA,420,NA,NA,"Central","","Single Family",NA,"Average","Brick",1,"Masonry",NA,NA,"Attached","Warm Air",NA,NA,"Attached Garage","",NA,NA,NA,"Type Unknown","Type Unknown","Type Unknown","Type Unknown",8815,"Holliday","","Dr","","","8815 Holliday Dr","Indianapolis","IN",46260,"","Residential","Single Family Residence / Townhouse","49-03-14-108-006.000-800",39.915776,-86.162976,200,100,19998,0.4591,"17",14,NA,NA,"",0,0,182400,NA,0,2015,NA,2016-09-02,271937,"Grant Deed","SEQUOIA FINL SVCS LLC",NA,NA,NA
"4179",668194,668194,767202,1938,NA,2,NA,NA,NA,NA,NA,NA,1144,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3220,"Lockburn","S","St","","","3220 S Lockburn St","Indianapolis","IN",46221,"","Residential","SingleFamily","",39.716042,-86.227708,NA,NA,15682,0.36,"",NA,NA,NA,"",NA,NA,47200,NA,NA,NA,NA,2016-08-26,60000,"","",NA,NA,NA
"4180",668195,668195,767203,1934,NA,2,1,0,1,NA,NA,NA,1920,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3342,"Foltz","","St","","","3342 Foltz St","Indianapolis","IN",46221,"","Residential","SingleFamily","",39.713748,-86.2301,NA,NA,20908,0.48,"",NA,NA,NA,"",NA,NA,49400,NA,NA,NA,NA,2016-06-24,80000,"","",NA,NA,NA
"4181",668196,668196,767204,1961,NA,3,2,0,2,NA,NA,NA,1344,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",4504,"Alden","","Ave","","","4504 Alden Ave","Indianapolis","IN",46221,"","Residential","SingleFamily","",39.710948,-86.238427,NA,NA,18966,0.4354,"",NA,NA,NA,"",NA,NA,78700,NA,NA,NA,NA,2016-10-24,79000,"","",NA,NA,NA
"4182",668197,668197,767205,1978,NA,3,2,0,2,NA,NA,NA,1196,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3239,"Southwest","","Dr","","","3239 Southwest Dr","Indianapolis","IN",46241,"","Residential","SingleFamily","",39.716663,-86.240525,NA,NA,6534,0.15,"",NA,NA,NA,"",NA,NA,67100,NA,NA,NA,NA,2016-07-15,87400,"","",NA,NA,NA
"4188",671654,671654,770788,2007,NA,3,3,0,3,NA,NA,NA,2227,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",2356,"The Springs","","Dr","","","2356 The Springs Dr","Indianapolis","IN",46260,"","Residential","Condominium","",39.916095,-86.202171,NA,NA,871,0.02,"",NA,NA,NA,"",NA,NA,162700,NA,NA,NA,NA,2016-02-25,189900,"","",NA,NA,NA
"4194",673106,673106,772312,1946,NA,3,2.5,1,2,NA,NA,NA,3050,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6325,"Allisonville","","Rd","","","6325 Allisonville Rd","Indianapolis","IN",46220,"","Residential","SingleFamily","",39.872472,-86.094331,NA,NA,32500,0.7461,"",NA,NA,NA,"",NA,NA,162400,NA,NA,NA,NA,2016-09-22,117500,"","",NA,NA,NA
"4197",673109,673109,772315,1956,NA,3,2,0,2,NA,NA,NA,2480,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6107,"Winnpeny","","Ln","","","6107 Winnpeny Ln","Indianapolis","IN",46220,"","Residential","SingleFamily","",39.865974,-86.088821,NA,NA,23086,0.53,"",NA,NA,NA,"",NA,NA,135400,NA,NA,NA,NA,2016-07-28,196000,"","",NA,NA,NA
"4198",673110,673110,772316,1961,NA,5,3,0,3,NA,NA,NA,3405,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6340,"Bramshaw","","Rd","","","6340 Bramshaw Rd","Indianapolis","IN",46220,"","Residential","SingleFamily","",39.872133,-86.072241,NA,NA,23278,0.5344,"",NA,NA,NA,"",NA,NA,239100,NA,NA,NA,NA,2016-09-30,291000,"","",NA,NA,NA
"4203",673115,673115,772321,1954,NA,2,2,0,2,NA,NA,NA,2948,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",4535,"Eastbourne","","Dr","","","4535 Eastbourne Dr","Indianapolis","IN",46226,"","Residential","SingleFamily","",39.839571,-86.074802,NA,NA,41382,0.95,"",NA,NA,NA,"",NA,NA,131700,NA,NA,NA,NA,2016-01-28,144900,"","",NA,NA,NA
"4204",673116,673116,772322,1955,NA,3,2,0,2,NA,NA,NA,2402,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",4810,"Lesley","","Ave","","","4810 Lesley Ave","Indianapolis","IN",46226,"","Residential","SingleFamily","",39.843681,-86.072598,NA,NA,19297,0.443,"",NA,NA,NA,"",NA,NA,114100,NA,NA,NA,NA,2016-06-02,159900,"","",NA,NA,NA
"4207",673119,673119,772325,1956,NA,3,1.5,1,1,NA,NA,NA,2742,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",5109,"Radnor","","Rd","","","5109 Radnor Rd","Indianapolis","IN",46226,"","Residential","SingleFamily","",39.843774,-86.082817,NA,NA,20211,0.464,"",NA,NA,NA,"",NA,NA,133500,NA,NA,NA,NA,2016-07-01,108000,"","",NA,NA,NA
"4209",674097,674097,773340,1930,5,2,1,0,1,1,NA,1,1440,720,NA,NA,NA,"Central","","Single Family",NA,"Average","Wood",NA,"",NA,NA,"","Warm Air",NA,NA,"","",NA,NA,NA,"Type Unknown","Type Unknown","Type Unknown","Type Unknown",5023,"Rosslyn","","Ave","","","5023 Rosslyn Ave","Indianapolis","IN",46205,"","Residential","Single Family Residence / Townhouse","49-07-07-139-214.000-801",39.84467,-86.13344,121,40,4840,0.1111,"16",7,NA,NA,"",0,0,65900,NA,0,2015,NA,2016-05-27,115187,"Grant Deed","CLARK BRANDI K",NA,NA,NA
"4210",674098,674098,773341,1925,NA,2,2,0,2,NA,NA,NA,834,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6186,"Evanston","","Ave","","","6186 Evanston Ave","Indianapolis","IN",46220,"","Residential","SingleFamily","",39.867847,-86.127382,NA,NA,10890,0.25,"",NA,NA,NA,"",NA,NA,155800,NA,NA,NA,NA,2016-05-26,147500,"","",NA,NA,NA
"4212",674552,674552,773816,1998,NA,3,2,0,2,NA,NA,NA,1606,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6076,"Morning Dove","","Dr","","","6076 Morning Dove Dr","Indianapolis","IN",46228,"","Residential","SingleFamily","",39.864201,-86.227555,NA,NA,7840,0.18,"",NA,NA,NA,"",NA,NA,125200,NA,NA,NA,NA,2016-07-05,138000,"","",NA,NA,NA
"4213",674553,674553,773817,1997,NA,4,3,0,3,NA,NA,NA,1792,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6069,"Morning Dove","","Dr","","","6069 Morning Dove Dr","Indianapolis","IN",46228,"","Residential","SingleFamily","",39.86422,-86.226887,NA,NA,6050,0.1389,"",NA,NA,NA,"",NA,NA,138100,NA,NA,NA,NA,2016-09-19,141000,"","",NA,NA,NA
"4214",674554,674554,773818,1972,NA,4,3,0,3,NA,NA,NA,3243,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3117,"Lehigh","","Ct","","","3117 Lehigh Ct","Indianapolis","IN",46268,"","Residential","SingleFamily","",39.919477,-86.214717,NA,NA,13068,0.3,"",NA,NA,NA,"",NA,NA,182600,NA,NA,NA,NA,2016-07-29,217000,"","",NA,NA,NA
"4216",674556,674556,773820,1983,NA,4,2.5,1,2,NA,NA,NA,1968,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",8153,"Ashwood","","Ct","","","8153 Ashwood Ct","Indianapolis","IN",46268,"","Residential","SingleFamily","",39.902696,-86.235453,NA,NA,13939,0.32,"",NA,NA,NA,"",NA,NA,135300,NA,NA,NA,NA,2016-08-01,150000,"","",NA,NA,NA
"4221",676036,676036,775378,1999,NA,3,2,0,2,NA,NA,NA,1813,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",8537,"Walden Trace","","Ct","","","8537 Walden Trace Ct","Indianapolis","IN",46278,"","Residential","SingleFamily","",39.908828,-86.305763,NA,NA,12279,0.2819,"",NA,NA,NA,"",NA,NA,158000,NA,NA,NA,NA,2016-04-15,184000,"","",NA,NA,NA
"4223",676715,676715,776088,1913,NA,3,1,0,1,NA,NA,NA,1608,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",105,"Riley","N","Ave","","","105 N Riley Ave","Indianapolis","IN",46201,"","Residential","SingleFamily","",39.771398,-86.08554,NA,NA,6098,0.14,"",NA,NA,NA,"",NA,NA,42500,NA,NA,NA,NA,2016-07-06,38000,"","",NA,NA,NA
"4225",676717,676717,776090,1915,NA,3,2,0,2,NA,NA,NA,1976,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",426,"Emerson","N","Ave","","","426 N Emerson Ave","Indianapolis","IN",46219,"","Residential","SingleFamily","",39.774192,-86.083525,NA,NA,6708,0.154,"",NA,NA,NA,"",NA,NA,60200,NA,NA,NA,NA,2016-07-20,74000,"","",NA,NA,NA
"4226",678650,678650,778121,1956,NA,3,1,0,1,NA,NA,NA,1184,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",11730,"Vandergriff","","Rd","","","11730 Vandergriff Rd","Indianapolis","IN",46239,"","Residential","SingleFamily","",39.718264,-85.956497,NA,NA,47306,1.086,"",NA,NA,NA,"",NA,NA,98100,NA,NA,NA,NA,2016-06-17,110000,"","",NA,NA,NA
"4230",681140,681140,780688,1955,NA,4,2.5,1,2,NA,NA,NA,3074,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6015,"Crows Nest","","Dr","","","6015 Crows Nest Dr","Indianapolis","IN",46228,"","Residential","SingleFamily","",39.863943,-86.169658,NA,NA,27443,0.63,"",NA,NA,NA,"",NA,NA,320100,NA,NA,NA,NA,2016-09-29,369500,"","",NA,NA,NA
"4231",681141,681141,780689,1947,NA,3,3,0,3,NA,NA,NA,3294,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",7501,"Pennsylvania","N","St","","","7501 N Pennsylvania St","Indianapolis","IN",46240,"","Residential","SingleFamily","",39.890746,-86.154896,NA,NA,26867,0.6168,"",NA,NA,NA,"",NA,NA,382900,NA,NA,NA,NA,2016-06-13,360000,"","",NA,NA,NA
"4240",691919,691919,791916,1957,NA,5,2,0,2,NA,NA,NA,1755,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6148,"Roselawn","","Dr","","","6148 Roselawn Dr","Indianapolis","IN",46226,"","Residential","SingleFamily","",39.828855,-86.061302,NA,NA,7362,0.169,"",NA,NA,NA,"",NA,NA,54100,NA,NA,NA,NA,2016-10-14,32000,"","",NA,NA,NA
"4245",692633,692633,792653,1926,NA,2,1,0,1,NA,NA,NA,1930,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",22,"Hawthorne","N","Ln","","","22 N Hawthorne Ln","Indianapolis","IN",46219,"","Residential","SingleFamily","",39.771163,-86.078653,NA,NA,6098,0.14,"",NA,NA,NA,"",NA,NA,112500,NA,NA,NA,NA,2016-07-18,135000,"","",NA,NA,NA
"4246",693915,693915,793988,1995,NA,3,2.5,1,2,NA,NA,NA,1612,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",5702,"Rains","","Ln","","","5702 Rains Ln","Indianapolis","IN",46254,"","Residential","SingleFamily","",39.865867,-86.261654,NA,NA,8712,0.2,"",NA,NA,NA,"",NA,NA,126900,NA,NA,NA,NA,2016-07-14,127500,"","",NA,NA,NA
"4247",693916,693916,793989,1994,NA,3,2.5,1,2,NA,NA,NA,1526,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",5113,"Brookstone","","Way","","","5113 Brookstone Way","Indianapolis","IN",46268,"","Residential","SingleFamily","",39.870752,-86.24859,NA,NA,6098,0.14,"",NA,NA,NA,"",NA,NA,127700,NA,NA,NA,NA,2016-06-28,142900,"","",NA,NA,NA
"4248",693917,693917,793990,1997,NA,3,3,0,3,NA,NA,NA,1756,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",3825,"Screech Owl","","Cir","","","3825 Screech Owl Cir","Indianapolis","IN",46228,"","Residential","SingleFamily","",39.865152,-86.22607,NA,NA,10160,0.2332,"",NA,NA,NA,"",NA,NA,141000,NA,NA,NA,NA,2016-06-10,157000,"","",NA,NA,NA
"4249",693918,693918,793991,1992,NA,4,3,0,3,NA,NA,NA,1931,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6245,"Bradford Meadow","","Cir","","","6245 Bradford Meadow Cir","Indianapolis","IN",46268,"","Residential","SingleFamily","",39.868472,-86.255236,NA,NA,6969,0.16,"",NA,NA,NA,"",NA,NA,140300,NA,NA,NA,NA,2016-11-18,148500,"","",NA,NA,NA
"4250",693919,693919,793992,1996,NA,3,3,0,3,NA,NA,NA,1526,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",5040,"Brookstone","","Ct","","","5040 Brookstone Ct","Indianapolis","IN",46268,"","Residential","SingleFamily","",39.870458,-86.247557,NA,NA,6098,0.14,"",NA,NA,NA,"",NA,NA,131500,NA,NA,NA,NA,2016-11-07,141500,"","",NA,NA,NA
"4251",694155,694155,794232,1993,NA,4,3,0,3,NA,NA,NA,2104,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6925,"Antelope","","Dr","","","6925 Antelope Dr","Indianapolis","IN",46278,"","Residential","SingleFamily","",39.874901,-86.284015,NA,NA,10202,0.2342,"",NA,NA,NA,"",NA,NA,156200,NA,NA,NA,NA,2016-08-08,171000,"","",NA,NA,NA
"4255",696181,696181,796336,1962,NA,3,2,0,2,NA,NA,NA,1480,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",4715,"Wanamaker","","Dr","","","4715 Wanamaker Dr","Indianapolis","IN",46239,"","Residential","SingleFamily","",39.699989,-86.020398,NA,NA,21340,0.4899,"",NA,NA,NA,"",NA,NA,106300,NA,NA,NA,NA,2016-09-09,138000,"","",NA,NA,NA
"4259",696185,696185,796340,1971,NA,4,2.5,1,2,NA,NA,NA,2016,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",6048,"Eaton","S","Ave","","","6048 S Eaton Ave","Indianapolis","IN",46259,"","Residential","SingleFamily","",39.679844,-86.020389,NA,NA,16901,0.388,"",NA,NA,NA,"",NA,NA,135900,NA,NA,NA,NA,2016-07-04,184900,"","",NA,NA,NA
"4261",696187,696187,796342,1993,NA,4,2.5,1,2,NA,NA,NA,2873,NA,NA,NA,NA,"","","",NA,"","",NA,"",NA,NA,"","",NA,NA,"","",NA,NA,NA,"","","","",4917,"Palomino","","Trl","","","4917 Palomino Trl","Indianapolis","IN",46239,"","Residential","SingleFamily","",39.696804,-86.021915,NA,NA,14941,0.343,"",NA,NA,NA,"",NA,NA,201700,NA,NA,NA,NA,2016-05-27,190000,"","",NA,NA,NA
